,Loan_id,Account_no,Sanctioned_amount,Requested_amount,Disbursed_amount,Collateral,Collateral_type,Purpose_of_loan,Branch_id
288,500057504336,1033764415995340,702000,900000,533520,2106000,Fixed Deposit,Home,BSABUF01
289,500056445657,1019568367473970,962000,1300000,240500,2886000,Vehicles,Agriculture,BSABUF08
290,500051412528,1022131582822320,2912000,3200000,203840,8736000,Vehicles,Home,BSABUF12
291,500054120319,1013734344098370,1157000,1300000,879320,5785000,Equipment and machinery,Education,BSABUF09
292,500051951823,1032444215993080,1377000,1700000,261630,5508000,Fixed Deposit,Education,BSABUF17
293,500052906688,1065849741101870,4606000,4700000,2487240,18424000,Residential Mortgages,Education,BSABUF24
294,500055466884,1059740083068680,420000,500000,394800,1260000,Fixed Deposit,Agriculture,BSABUF21
295,500055187903,1027598185825080,830000,1000000,639100,4150000,Fixed Deposit,Business,BSABUF21
296,500056150569,1090652457654200,3577000,4900000,572320,14308000,Fixed Deposit,Business,BSABUF06
297,500058092657,1086762127081370,1725000,2300000,1017750,5175000,Vehicles,Agriculture,BSABUF24
298,500054510326,1013550529628690,2079000,2100000,914760,6237000,Vehicles,Education,BSABUF11
299,500059732384,1033195297168650,1760000,2000000,880000,7040000,Residential Mortgages,Education,BSABUF17
300,500051597540,1025091284379570,2821000,3100000,818090,8463000,Equipment and machinery,Agriculture,BSABUF15
301,500052265527,1087222948532940,720000,900000,475200,3600000,Residential Mortgages,Education,BSABUF23
302,500051986078,1055881180954630,2914000,3100000,466240,11656000,Equipment and machinery,Education,BSABUF18
303,500058518472,1072529587842840,3634000,4600000,2943540,18170000,Vehicles,Agriculture,BSABUF23
304,500054300588,1061704381572500,392000,400000,211680,1568000,Fixed Deposit,Education,BSABUF05
305,500052793453,1017183787905480,176000,200000,110880,528000,Equipment and machinery,Education,BSABUF11
306,500059645122,1024615615650490,4183000,4700000,334640,12549000,Equipment and machinery,Home,BSABUF07
307,500058468077,1039870695917230,2449000,3100000,1297970,7347000,Vehicles,Home,BSABUF15
308,500056026289,1036399899617360,2548000,2600000,1477840,10192000,Equipment and machinery,Education,BSABUF10
309,500055885950,1013785658331020,1482000,1900000,637260,7410000,Equipment and machinery,Home,BSABUF18
310,500051812059,1091563193830630,890000,1000000,729800,4450000,Fixed Deposit,Education,BSABUF22
311,500052007009,1028938421486020,3432000,4400000,1716000,13728000,Vehicles,Education,BSABUF07
312,500054195120,1026521081949790,3520000,4400000,633600,17600000,Residential Mortgages,Agriculture,BSABUF09
313,500056943219,1092894111888640,166000,200000,76360,830000,Fixed Deposit,Business,BSABUF10
314,500059785174,1032284652995660,740000,1000000,251600,3700000,Residential Mortgages,Agriculture,BSABUF13
315,500055877769,1030252956860770,3026000,3400000,2299760,9078000,Residential Mortgages,Business,BSABUF25
316,500054642237,1059878258541040,3198000,3900000,639600,15990000,Residential Mortgages,Education,BSABUF04
317,500057726643,1017558752667110,1729000,1900000,259350,8645000,Residential Mortgages,Business,BSABUF11
318,500058555694,1023897372336660,3320000,4000000,1859200,9960000,Equipment and machinery,Home,BSABUF02
319,500059689329,1038079121345290,1840000,2000000,1306400,5520000,Vehicles,Agriculture,BSABUF07
320,500054077640,1082763436322060,2475000,2500000,1064250,12375000,Fixed Deposit,Education,BSABUF23
321,500056452349,1077282402309930,3384000,3600000,1252080,13536000,Vehicles,Business,BSABUF23
322,500056924579,1019956791171160,3366000,3400000,2288880,10098000,Residential Mortgages,Agriculture,BSABUF02
323,500057285461,1042360528212900,3861000,3900000,3166020,19305000,Vehicles,Agriculture,BSABUF24
324,500054533200,1079292905782920,282000,300000,214320,1128000,Vehicles,Business,BSABUF03
325,500056654713,1099963242544550,2024000,2300000,931040,6072000,Residential Mortgages,Agriculture,BSABUF17
326,500059948827,1033572240075340,1232000,1400000,381920,4928000,Fixed Deposit,Home,BSABUF04
327,500057163339,1097125521518250,2436000,2900000,438480,7308000,Vehicles,Home,BSABUF07
328,500057591625,1024996926460810,2482000,3400000,1389920,12410000,Equipment and machinery,Agriculture,BSABUF04
329,500052036830,1025326362345370,1746000,1800000,157140,6984000,Vehicles,Agriculture,BSABUF09
330,500053058114,1061479844524920,666000,900000,532800,1998000,Vehicles,Home,BSABUF04
331,500058580431,1050409720883680,1392000,1600000,640320,4176000,Residential Mortgages,Business,BSABUF03
332,500059008266,1060878303843850,1185000,1500000,485850,4740000,Equipment and machinery,Business,BSABUF19
333,500053984582,1038770950558210,780000,1000000,195000,2340000,Vehicles,Business,BSABUF23
334,500059880689,1036071126657800,1875000,2500000,1425000,9375000,Equipment and machinery,Agriculture,BSABUF20
335,500058798276,1076359249140010,3515000,3700000,3515000,14060000,Vehicles,Agriculture,BSABUF24
336,500055511119,1037394025418210,376000,400000,191760,1504000,Equipment and machinery,Agriculture,BSABUF03
337,500059552288,1034878972478010,957000,1100000,631620,4785000,Fixed Deposit,Education,BSABUF13
338,500057542646,1016889205500030,3735000,4500000,336150,14940000,Fixed Deposit,Business,BSABUF10
339,500057759266,1086762127081370,498000,600000,348600,1494000,Residential Mortgages,Business,BSABUF16
340,500057715088,1083188175663290,1944000,2400000,874800,9720000,Residential Mortgages,Agriculture,BSABUF13
341,500057258260,1034923798263240,2325000,3100000,1255500,11625000,Residential Mortgages,Home,BSABUF09
342,500059891627,1043681380453960,84000,100000,13440,420000,Residential Mortgages,Agriculture,BSABUF22
343,500055479232,1091260156975120,1760000,2000000,1672000,5280000,Residential Mortgages,Home,BSABUF10
344,500057453762,1084829017373460,1184000,1600000,236800,3552000,Vehicles,Business,BSABUF17
345,500051967195,1088978566050060,960000,1000000,316800,2880000,Residential Mortgages,Education,BSABUF17
346,500058395020,1092556993527440,3034000,3700000,1850740,15170000,Fixed Deposit,Home,BSABUF01
347,500052415669,1029873575127900,1976000,2600000,494000,5928000,Fixed Deposit,Business,BSABUF09
348,500056197284,1042989485747550,532000,700000,409640,1596000,Equipment and machinery,Education,BSABUF07
349,500051603865,1085609419700690,930000,1000000,855600,3720000,Equipment and machinery,Business,BSABUF05
350,500052976976,1082236703963720,3696000,4400000,36960,14784000,Equipment and machinery,Home,BSABUF12
351,500052769661,1075290523217740,2378000,2900000,1212780,9512000,Fixed Deposit,Business,BSABUF25
352,500059468176,1024118657940100,2392000,2600000,334880,7176000,Vehicles,Agriculture,BSABUF22
353,500057693629,1081297162123280,1980000,2000000,336600,7920000,Equipment and machinery,Education,BSABUF07
354,500056514921,1039200281686820,2914000,3100000,2710020,11656000,Residential Mortgages,Education,BSABUF22
355,500056983491,1015302002850060,1701000,2100000,816480,6804000,Equipment and machinery,Home,BSABUF12
356,500053297219,1026336751695430,1920000,2000000,768000,7680000,Fixed Deposit,Home,BSABUF15
357,500052605279,1030959252384360,2250000,3000000,1035000,6750000,Vehicles,Business,BSABUF22
358,500054320004,1062412032127750,396000,400000,396000,1188000,Fixed Deposit,Business,BSABUF15
359,500052542338,1065388348986220,2528000,3200000,2249920,10112000,Vehicles,Home,BSABUF07
360,500051323747,1019296966854970,2263000,3100000,1403060,6789000,Fixed Deposit,Business,BSABUF23
361,500058994854,1087785197970190,1520000,1900000,440799,7600000,Vehicles,Agriculture,BSABUF04
362,500054441881,1087913011684170,3818000,4600000,2405340,19090000,Equipment and machinery,Agriculture,BSABUF18
363,500057182187,1067469763604870,164000,200000,29520,492000,Residential Mortgages,Business,BSABUF10
364,500054352077,1090799598656410,1615000,1700000,209950,8075000,Vehicles,Business,BSABUF17
365,500053721870,1024538761685180,688000,800000,426560,2064000,Vehicles,Agriculture,BSABUF01
366,500054151380,1014521231007640,3069000,3100000,2915550,12276000,Vehicles,Home,BSABUF15
367,500053918422,1032707196106190,1944000,2400000,1010880,5832000,Residential Mortgages,Education,BSABUF01
368,500059512910,1045293377996400,3444000,4200000,1102080,13776000,Vehicles,Home,BSABUF09
369,500052948895,1068543422625110,376000,400000,161680,1128000,Equipment and machinery,Home,BSABUF12
370,500052182266,1059550358326310,902000,1100000,469040,3608000,Fixed Deposit,Home,BSABUF10
371,500059630273,1073490343982210,664000,800000,577680,2656000,Equipment and machinery,Education,BSABUF07
372,500055269654,1077553278107020,1170000,1500000,327600,4680000,Equipment and machinery,Education,BSABUF15
373,500052664054,1085054328194460,1144000,1300000,308880,4576000,Vehicles,Home,BSABUF16
374,500056274662,1065574872835680,1848000,2100000,184800,5544000,Vehicles,Agriculture,BSABUF24
375,500051992906,1026268287686930,588000,600000,464520,2940000,Vehicles,Education,BSABUF03
376,500056661872,1027323648723320,2686000,3400000,1262420,10744000,Fixed Deposit,Education,BSABUF24
377,500056765440,1055210371439900,3626000,4900000,507640,14504000,Fixed Deposit,Business,BSABUF21
378,500053566436,1098961594633750,4312000,4400000,1897280,17248000,Residential Mortgages,Education,BSABUF12
379,500059616737,1043929009449050,1920000,2000000,1401600,7680000,Vehicles,Education,BSABUF17
380,500055021148,1068222452842200,3936000,4100000,2204160,15744000,Equipment and machinery,Agriculture,BSABUF17
381,500052666629,1059395070272650,2449000,3100000,710210,12245000,Fixed Deposit,Business,BSABUF01
382,500056363970,1096649104885890,1967999,2400000,1023359,7871996,Fixed Deposit,Agriculture,BSABUF16
383,500055905885,1022504728490780,4851000,4900000,3104640,14553000,Fixed Deposit,Education,BSABUF04
384,500054361694,1056168197258820,300000,400000,30000,900000,Residential Mortgages,Education,BSABUF20
385,500058680898,1064085574904270,1848000,2200000,665280,7392000,Residential Mortgages,Home,BSABUF10
386,500051279454,1040832813665770,1305000,1500000,261000,3915000,Equipment and machinery,Business,BSABUF08
387,500059671152,1022629585216160,770000,1000000,739200,2310000,Residential Mortgages,Agriculture,BSABUF09
388,500059814677,1067738573766170,196000,200000,152880,588000,Residential Mortgages,Business,BSABUF15
389,500055350312,1074889421979640,3042000,3900000,2646540,12168000,Vehicles,Agriculture,BSABUF25
390,500055338980,1089430326616550,2850000,3800000,1881000,8550000,Equipment and machinery,Agriculture,BSABUF09
391,500059681569,1022557188189610,3627000,3900000,761670,14508000,Residential Mortgages,Agriculture,BSABUF14
392,500051813130,1016892691040580,2772000,2800000,2439360,11088000,Equipment and machinery,Business,BSABUF03
393,500058380625,1021630535141250,3204000,3600000,1634040,9612000,Residential Mortgages,Business,BSABUF06
394,500057282543,1023865338048630,3870000,4300000,619200,15480000,Equipment and machinery,Home,BSABUF25
395,500057378236,1025919693698410,2552000,2900000,535920,12760000,Equipment and machinery,Home,BSABUF05
396,500059525338,1063555880877610,2340000,3000000,608400,9360000,Residential Mortgages,Home,BSABUF16
397,500058951568,1078152598274860,1261000,1300000,1160120,6305000,Fixed Deposit,Education,BSABUF17
398,500059451209,1049258838677580,1309000,1700000,1269730,6545000,Residential Mortgages,Home,BSABUF20
399,500052385886,1091720819770750,3655000,4300000,438600,18275000,Vehicles,Education,BSABUF20
400,500057132877,1091160549827330,3570000,4200000,3391500,14280000,Vehicles,Agriculture,BSABUF03
401,500058818916,1027493890450190,4185000,4500000,2050650,16740000,Residential Mortgages,Business,BSABUF10
402,500056030495,1041250313909230,3120000,3900000,2028000,15600000,Fixed Deposit,Business,BSABUF25
403,500055805508,1032636762181430,94000,100000,8460,376000,Residential Mortgages,Business,BSABUF22
404,500051145120,1092881939121700,2726000,2900000,54520,10904000,Fixed Deposit,Education,BSABUF13
405,500056823006,1091535522435500,1740000,2000000,243600,8700000,Vehicles,Business,BSABUF13
406,500054167804,1088017253928860,4324000,4700000,389160,21620000,Vehicles,Home,BSABUF02
407,500052689183,1022504728490780,3441000,3700000,3303360,17205000,Vehicles,Agriculture,BSABUF25
408,500056584560,1042004194938010,2541000,3300000,1727880,12705000,Residential Mortgages,Education,BSABUF01
409,500053815821,1044993938431720,1176000,1400000,682080,3528000,Vehicles,Home,BSABUF23
410,500057962594,1024904956469960,1032000,1200000,567600,3096000,Fixed Deposit,Education,BSABUF24
411,500059475867,1026816743046450,4263000,4900000,3879330,12789000,Fixed Deposit,Agriculture,BSABUF14
412,500056837605,1020937507976770,1134000,1400000,306180,5670000,Residential Mortgages,Agriculture,BSABUF14
413,500057985377,1047788604475610,1692000,1800000,727560,6768000,Residential Mortgages,Home,BSABUF14
414,500051636046,1095139131726720,2190000,3000000,1708200,10950000,Residential Mortgages,Agriculture,BSABUF04
415,500052482734,1064724052094430,1050000,1400000,241500,3150000,Equipment and machinery,Agriculture,BSABUF14
416,500057775371,1022629585216160,3600000,4800000,1188000,10800000,Fixed Deposit,Education,BSABUF24
417,500051128770,1061009525802040,819000,900000,278460,2457000,Equipment and machinery,Home,BSABUF12
418,500054305211,1048190386485800,2920000,4000000,175200,8760000,Fixed Deposit,Education,BSABUF10
419,500054103699,1048116966298880,1920000,2400000,1056000,7680000,Fixed Deposit,Business,BSABUF01
420,500055473594,1044598309102560,4455000,4500000,1915650,22275000,Vehicles,Agriculture,BSABUF07
421,500058761073,1015147328800650,388000,400000,85360,1552000,Fixed Deposit,Home,BSABUF08
422,500057256689,1070704751174400,1328000,1600000,53120,5312000,Fixed Deposit,Home,BSABUF13
423,500053204779,1051224494086210,3108000,4200000,528360,12432000,Fixed Deposit,Business,BSABUF06
424,500051876218,1088711265031730,1152000,1600000,990720,5760000,Vehicles,Education,BSABUF10
425,500054122380,1078957180361690,148000,200000,82880,740000,Fixed Deposit,Home,BSABUF09
426,500056703469,1022282180593770,288000,300000,155520,864000,Residential Mortgages,Education,BSABUF22
427,500054798725,1072602040102740,83000,100000,74700,249000,Residential Mortgages,Agriculture,BSABUF10
428,500055151273,1067729720847590,3358000,4600000,1410360,13432000,Equipment and machinery,Business,BSABUF04
429,500055684923,1016740393754200,2720000,3200000,353600,8160000,Fixed Deposit,Home,BSABUF13
430,500054371542,1015534303399440,1444000,1900000,1126320,5776000,Residential Mortgages,Agriculture,BSABUF04
431,500059006796,1015864093713800,1967999,2400000,1121759,9839995,Vehicles,Agriculture,BSABUF06
432,500057803557,1087835200689650,1976000,2600000,395200,7904000,Fixed Deposit,Business,BSABUF09
433,500054627375,1029204851333080,2460000,3000000,1574400,7380000,Vehicles,Business,BSABUF11
434,500051192678,1085245702151510,957000,1100000,38280,4785000,Equipment and machinery,Agriculture,BSABUF03
435,500058338503,1028435076743010,2300000,2500000,2070000,9200000,Vehicles,Business,BSABUF12
436,500053362151,1056414509043280,3960000,4500000,3207600,11880000,Fixed Deposit,Home,BSABUF13
437,500057296864,1093942927014790,1869000,2100000,915810,7476000,Residential Mortgages,Home,BSABUF13
438,500053200736,1022004559647100,1162000,1400000,871500,3486000,Fixed Deposit,Home,BSABUF21
439,500055619874,1089430326616550,500000,500000,390000,2000000,Fixed Deposit,Education,BSABUF05
440,500055970448,1048156327109710,1530000,1700000,872099,7650000,Fixed Deposit,Home,BSABUF08
441,500056865338,1075387097601720,1118000,1300000,916760,3354000,Equipment and machinery,Home,BSABUF13
442,500051508450,1083403027200210,3060000,3400000,1285200,15300000,Residential Mortgages,Business,BSABUF12
443,500052913482,1060452839781740,1033999,1100000,796179,3101997,Residential Mortgages,Home,BSABUF13
